exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal_id_orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution (mm)	MRI.slice.thickness	Link.to.paper	Link.to.Download.data
y		from folder part5	4001	400173	rat085	1	1	1	rat		Long-Evans	m		300-563	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.68	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400173		1	1	2	rat		Long-Evans	m		300-564	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.69	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400173		1	1	3	rat		Long-Evans	m		300-565	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.70	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part5	4001	400173		1	1	4	rat		Long-Evans	m		300-566	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.71	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part5	4001	400174	rat086	1	1	1	rat		Long-Evans	m		300-567	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.72	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part5	4001	400174		1	1	2	rat		Long-Evans	m		300-568	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.73	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part5	4001	400174		1	1	3	rat		Long-Evans	m		300-569	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.74	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part5	4001	400174		1	1	4	rat		Long-Evans	m		300-570	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.75	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part6	4001	400175	rat087	1	1	1	rat		Long-Evans	m		300-571	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.76	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part6	4001	400175		1	1	2	rat		Long-Evans	m		300-572	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.77	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part7	4001	400175		1	1	3	rat		Long-Evans	m		300-573	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.78	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part8	4001	400176	rat088	1	1	1	rat		Long-Evans	m		300-574	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.79	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part9	4001	400176		1	1	2	rat		Long-Evans	m		300-575	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.80	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part10	4001	400176		1	1	3	rat		Long-Evans	m		300-576	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.81	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part11	4001	400176		1	1	4	rat		Long-Evans	m		300-577	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.82	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part12	4001	400177	rat089	1	1	1	rat		Long-Evans	m		300-578	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.83	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part13	4001	400177		1	1	2	rat		Long-Evans	m		300-579	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.84	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part14	4001	400177		1	1	3	rat		Long-Evans	m		300-580	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.85	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part15	4001	400177		1	1	4	rat		Long-Evans	m		300-581	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.86	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part16	4001	400178	rat090	1	1	1	rat		Long-Evans	m		300-582	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.87	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part17	4001	400178		1	1	2	rat		Long-Evans	m		300-583	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.88	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part18	4001	400178		1	1	3	rat		Long-Evans	m		300-584	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.89	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part19	4001	400178		1	1	4	rat		Long-Evans	m		300-585	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.90	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part20	4001	400179	rat091	1	1	1	rat		Long-Evans	m		300-500	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.5	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part21	4001	400179		1	1	2	rat		Long-Evans	m		300-501	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.6	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part22	4001	400179		1	1	3	rat		Long-Evans	m		300-502	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.7	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part23	4001	400179		1	1	4	rat		Long-Evans	m		300-503	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.8	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part24	4001	400180	rat092	1	1	1	rat		Long-Evans	m		300-504	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.9	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part25	4001	400181	rat093	1	1	1	rat		Long-Evans	m		300-505	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.10	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part26	4001	400181		1	1	2	rat		Long-Evans	m		300-506	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.11	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part27	4001	400181		1	1	3	rat		Long-Evans	m		300-507	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.12	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part28	4001	400182	rat094	1	1	1	rat		Long-Evans	m		300-508	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.13	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part29	4001	400182		1	1	2	rat		Long-Evans	m		300-509	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.14	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part30	4001	400182		1	1	3	rat		Long-Evans	m		300-510	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.15	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part31	4001	400183	rat095	1	1	1	rat		Long-Evans	m		300-511	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.16	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part32	4001	400183		1	1	2	rat		Long-Evans	m		300-512	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.17	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part33	4001	400183		1	1	3	rat		Long-Evans	m		300-513	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.18	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part34	4001	400184	rat096	1	1	1	rat		Long-Evans	m		300-514	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.19	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part35	4001	400184		1	1	2	rat		Long-Evans	m		300-515	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.20	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part36	4001	400185	rat098	1	1	1	rat		Long-Evans	m		300-516	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.21	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part37	4001	400185		1	1	2	rat		Long-Evans	m		300-517	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.22	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part38	4001	400185		1	1	3	rat		Long-Evans	m		300-518	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.23	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part39	4001	400185		1	1	4	rat		Long-Evans	m		300-519	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.24	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part40	4001	400186	rat099	1	1	1	rat		Long-Evans	m		300-520	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.25	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part41	4001	400186		1	1	2	rat		Long-Evans	m		300-521	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.26	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part42	4001	400186		1	1	3	rat		Long-Evans	m		300-522	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.27	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part43	4001	400187	rat100	1	1	1	rat		Long-Evans	m		300-523	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.28	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part44	4001	400187		1	1	2	rat		Long-Evans	m		300-524	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.29	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part45	4001	400187		1	1	3	rat		Long-Evans	m		300-525	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.30	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part46	4001	400188	rat101	1	1	1	rat		Long-Evans	m		300-526	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.31	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part47	4001	400188		1	1	2	rat		Long-Evans	m		300-527	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.32	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
		from folder part48	4001	400188		1	1	3	rat		Long-Evans	m		300-528	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.33	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part49	4001	400189	rat102	1	1	1	rat		Long-Evans	m		300-529	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.34	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part50	4001	400189		1	1	2	rat		Long-Evans	m		300-530	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.35	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
y		from folder part51	4001	400189		1	1	3	rat		Long-Evans	m		300-531	m	n	y		y	2–4% isoflurane				BioSpec	7		GE-EPI	1000	15	0.5 x 0.36	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605641/	https://www.nitrc.org/projects/rat_rsfmri
			2004	200400	F228	1		1	rat		Long Evans	f	257	309	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	3.4 iso	0,4		
			2004	200400	F228	1		2	rat		Long Evans	f	257	309	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	3.4 iso	0,4		
			2004	200400	F228	1		3	rat		Long Evans	f	257	309	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	3.4 iso	0,4		
			2004	200400	F228	1		4	rat		Long Evans	f	257	309	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	3.4 iso	0,4		
			2004	200401	F229	1		1	rat		Long Evans	f	257	310	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	4.4 iso	0,4		
			2004	200401	F229	1		2	rat		Long Evans	f	257	310	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	4.4 iso	0,4		
			2004	200401	F229	1		3	rat		Long Evans	f	257	310	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	4.4 iso	0,4		
			2004	200401	F229	1		4	rat		Long Evans	f	257	310	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	4.4 iso	0,4		
			2004	200401	F229	1		5	rat		Long Evans	f	257	310	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	4.4 iso	0,4		
			2004	200402	M225	1		1	rat		Sprague Dawley	m	234	426	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	0.4 iso	0,4		
			2004	200402	M225	1		2	rat		Sprague Dawley	m	234	426	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	0.4 iso	0,4		
			2004	200403	M226	1		1	rat		Long Evans	m	259	439	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	1.4 iso	0,4		
			2004	200403	M226	1		2	rat		Long Evans	m	259	439	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	1.4 iso	0,4		
			2004	200403	M226	1		3	rat		Long Evans	m	259	439	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	1.4 iso	0,4		
			2004	200403	M226	1		4	rat		Long Evans	m	259	439	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	1.4 iso	0,4		
			2004	200404	M227	1		1	rat		Long Evans	m	259	449	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	2.4 iso	0,4		
			2004	200404	M227	1		2	rat		Long Evans	m	259	449	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	2.4 iso	0,4		
			2004	200404	M227	1		3	rat		Long Evans	m	259	449	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	2.4 iso	0,4		
			2004	200404	M227	1		4	rat		Long Evans	m	259	449	m	y	y	n	n		n/a	n/a	n/a	Bruker	9.4	y	GE-EPI	1500	15	2.4 iso	0,4		
			2005	200500	1_2	1		1	rat		wistar	f	103 days	207	m	n	y	n	y		142	n\a		Bruker	7	n	GE-EPI	1000	17	0.4 x 0.4	1		
			2005	200500	1_2	2		1	rat		wistar	f	104 days	201.2	m	n	y	n	y		153	n\a		Bruker	7	n	GE-EPI	1000	17	0.4 x 0.4	1		
			2005	200501	2_2	1		1	rat		wistar	f	103 days	221	m	n	y	n	y		145	n\a		Bruker	7	n	GE-EPI	1000	17	0.4 x 0.4	1		
			2005	200501	2_2	2		1	rat		wistar	f	104 days	217.3	m	n	y	n	y		138	n\a		Bruker	7	n	GE-EPI	1000	17	0.4 x 0.4	1		
			2005	200502	2_5	1		1	rat		wistar	f	77 days	214.4	m	n	y	n	y		n/a	n\a		Bruker	7	n	GE-EPI	1000	17	0.4 x 0.4	1		
			2006	200600	VZE0001_1	1		1	rat		Black hooded Lister	m	14	369,1	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	110	N/A	34,5	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200601	VZE0001_2	1		1	rat		Black hooded Lister	m	14	369,1	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	113	N/A	35,6	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200602	VZE0003_1	1		1	rat		Black hooded Lister	m	14	320,7	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	133	N/A	35,1	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200603	VZE0003_2	1		1	rat		Black hooded Lister	m	15	326	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	110	N/A	35,3	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200604	VZE0003_3	1		1	rat		Black hooded Lister	m	15	324	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	N/A (sensor out)	N/A	34,8	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200605	VZE0003_4	1		1	rat		Black hooded Lister	m	16	339,2	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	134	N/A	36,1	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200606	VZE0004_1	1		1	rat		Black hooded Lister	m	14	385,7	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	87	N/A	34,1	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200607	VZE0004_2	1		1	rat		Black hooded Lister	m	14	385,7	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	100	N/A	33,6	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200608	VZE0005_1	1		1	rat		Black hooded Lister	m	14	313	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	74	N/A	33,4	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200609	VZE0005_2	1		1	rat		Black hooded Lister	m	15	315	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	108	N/A	35,2	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200610	VZE0005_3	1		1	rat		Black hooded Lister	m	15	315	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	111	N/A	34,5	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200611	VZE0005_4	1		1	rat		Black hooded Lister	m	16	326,5	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	104	N/A	33,7	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200612	VZE0005_5	1		1	rat		Black hooded Lister	m	16	324	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	138	N/A	35,8	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200613	VZE0006_1	1		1	rat		Black hooded Lister	m	16	337	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	102	N/A	34	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200614	VZE0006_2	1		1	rat		Black hooded Lister	m	16	337	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	104	N/A	35	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200615	VZE0007_1	1		1	rat		Black hooded Lister	m	14	361	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	N/A (sensor out)	N/A	34,1	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200616	VZE0007_2	1		1	rat		Black hooded Lister	m	16	399	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	81	N/A	35,6	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200617	VZE0007_3	1		1	rat		Black hooded Lister	m	16	399	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	89	N/A	36,6	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200618	VZE0008_1	1		1	rat		Black hooded Lister	m	14	338,1	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	94	N/A	34,3	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200619	VZE0008_2	1		1	rat		Black hooded Lister	m	15	346	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	108	N/A	34,3	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200620	VZE0008_3	1		1	rat		Black hooded Lister	m	15	352	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	133	N/A	34,5	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
			2006	200621	VZE0008_4	1		1	rat		Black hooded Lister	m	16	358,9	m	n	y	n	y	Isoflurane 4.0 (induction 4min); 2.0 (restraint preparation 10min); 1.0 (MRI adjustments 10min); OFF (5min after Localizer). Total duration of ISO no >30min	133	N/A	35,4	Bruker	9.4	n	GE-EPI	1000	13	0.3x0.3	1,1		
