exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal.id.orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution	MRI.slice.thickness	Link.to.paper	Link.to.Download.data
		fslorient	1005	100505	109	1	E4	2	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	3	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	4	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	5	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	6	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	7	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	8	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	9	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	10	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	11	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	12	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	13	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	14	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	15	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	16	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	17	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	18	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	19	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	20	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	21	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	22	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	23	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100505	109	1	E4	24	mouse	C57BL/6	C57BL/6	m	10	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	1	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	2	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	3	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	4	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	5	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	6	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	7	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	8	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	9	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	10	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	11	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	12	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	13	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	14	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	15	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	16	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	17	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	18	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	19	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	20	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	21	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	22	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	23	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100506	113	1	E4	24	mouse	C57BL/6	C57BL/6	m	11	24.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	1	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
y		fslorient	1005	100507	115	1	E7	2	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	3	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	4	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	5	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	6	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	7	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	8	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	9	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	10	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	11	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	12	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	13	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	14	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	15	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	16	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	17	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	18	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	19	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	20	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	21	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100507	115	1	E7	22	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
y		fslorient	1005	100507	115	1	E7	23	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
y		fslorient	1005	100507	115	1	E7	24	mouse	C57BL/6	C57BL/6	m	12	25.2	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	1	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
y		fslorient	1005	100508	117	1	E10	2	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	3	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	4	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	5	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	6	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	7	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	8	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	9	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	10	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	11	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	12	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	13	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	14	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	15	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	16	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	17	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	18	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	19	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	20	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	21	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	22	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	23	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100508	117	1	E10	24	mouse	C57BL/6	C57BL/6	m	12	NA	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
y		fslorient	1005	100509	119	1	E15	1	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	2	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	3	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	4	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	5	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	6	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	7	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	8	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	9	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	10	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	11	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	12	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	13	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	14	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	15	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	16	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	17	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	18	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	19	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	20	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	21	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	22	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	23	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
		fslorient	1005	100509	119	1	E15	24	mouse	C57BL/6	C57BL/6	m	12	23.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	14	0.2*0.2	0.4		
y		fslorient	1005	100510	138	1	E28 (E77)	1	mouse	C57BL/6	C57BL/6	m	11	20.5	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	14.4	0.125*0.125	0.4		
y		fslorient	1005	100511	141	1	E40	1	mouse	C57BL/6	C57BL/6	m	11	22.4	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	y	GE-EPI	1500	14.4	0.125*0.125	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	1	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	2	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	3	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	4	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	5	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	6	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
		fslorient	1005	100512	150	1	E16 (E14)	7	mouse	C57BL/6	C57BL/6	m	11	22.1	f	y	y	n	y	isoflurane	NA	NA	NA	Bruker	9.4	n	GE-EPI	600	11	0.2*0.2	0.4		
